Case #,Task Description,Code Solution,Score
385,Write a function to find the n'th perrin number using recursion.,"
def get_perrin(n):
  if (n == 0):
    return 3
  if (n == 1):
    return 0
  if (n == 2):
    return 2 
  return get_perrin(n - 2) + get_perrin(n - 3)
",100.0
386,Write a function to find out the minimum no of swaps required for bracket balancing in the given string.,"
def swap_count(s):
	chars = s
	count_left = 0
	count_right = 0
	swap = 0
	imbalance = 0
	for i in range(len(chars)):
		if chars[i] == '[':
			count_left += 1
			if imbalance > 0:
				swap += imbalance
				imbalance -= 1
		elif chars[i] == ']':
			count_right += 1
			imbalance = (count_right - count_left) 
	return swap
",100.0
387,Write a python function to check whether the hexadecimal number is even or odd.,"
def even_or_odd(N):
    if N[-1] in '02468ACEace':
        return ""Even""
    else:
        return ""Odd""
",100.0
388,Write a python function to find the highest power of 2 that is less than or equal to n.,"
def highest_Power_of_2(n):
    if n < 1:
        return 0
    power = 1
    while power <= n:
        power <<= 1
    return power >> 1
",100.0
389,Write a function to find the n'th lucas number.,"
def find_lucas(n): 
    if n == 0: 
        return 2
    if n == 1: 
        return 1
    return find_lucas(n - 1) + find_lucas(n - 2)
",100.0
390,Write a function to insert a given string at the beginning of all items in a list.,"
def add_string(lst, string):
    return [string.format(i) for i in lst]
",100.0
401,Write a function to perform index wise addition of tuple elements in the given two nested tuples.,"
def add_nested_tuples(test_tup1, test_tup2):
    res = tuple(tuple(a + b for a, b in zip(tup1, tup2))
               for tup1, tup2 in zip(test_tup1, test_tup2))
    return res
",100.0
392,"Write a function to find the maximum sum possible by using the given equation f(n) = max( (f(n/2) + f(n/3) + f(n/4) + f(n/5)), n).","
def get_max_sum(n):
    memo = {0: 0, 1: 1}
    
    def helper(x):
        if x not in memo:
            memo[x] = max(x, helper(x // 2) + helper(x // 3) + helper(x // 4) + helper(x // 5))
        return memo[x]
    
    return helper(n)

# Test cases
assert get_max_sum(60) == 106
assert get_max_sum(10) == 12
assert get_max_sum(2) == 2
",100.0
393,Write a function to find the list with maximum length using lambda function.,"
def max_length_list(input_list):
    max_length = max(len(x) for x in input_list)
    max_list = max(input_list, key=lambda i: len(i))
    return (max_length, max_list)
",100.0
394,Write a function to check if given tuple is distinct or not.,"
def check_distinct(test_tup):
    return len(test_tup) == len(set(test_tup))
",100.0
395,Write a python function to find the first non-repeated character in a given string.,"
def first_non_repeating_character(str1):
    char_order = []
    ctr = {}
    for c in str1:
        if c in ctr:
            ctr[c] += 1
        else:
            ctr[c] = 1
            char_order.append(c)
    for c in char_order:
        if ctr[c] == 1:
            return c
    return None
",100.0
396,Write a function to check whether the given string starts and ends with the same character or not using regex.,"
import re  
regex = r'^[a-zA-Z]$|^([a-zA-Z]).*\1$'
def check_char(string): 
    if re.search(regex, string): 
        return ""Valid"" 
    else: 
        return ""Invalid""
",100.0
397,Write a function to find the median of three specific numbers.,"
def median_numbers(a, b, c):
    if a > b:
        if a < c:
            median = a
        elif b > c:
            median = b
        else:
            median = c
    else:
        if a > c:
            median = a
        elif b < c:
            median = b
        else:
            median = c
    return median
",100.0
398,Write a function to compute the sum of digits of each number of a given list.,"
def sum_of_digits(nums):
    def digit_sum(n):
        return sum(int(digit) for digit in str(n) if digit.isdigit())

    total = 0
    for n in nums:
        if isinstance(n, list):
            total += sum(digit_sum(item) for item in n if isinstance(item, (int, str)))
        elif isinstance(n, (int, str)):
            total += digit_sum(n)
    return total
",100.0
399,Write a function to perform the mathematical bitwise xor operation across the given tuples.,"
def bitwise_xor(test_tup1, test_tup2):
    res = tuple(ele1 ^ ele2 for ele1, ele2 in zip(test_tup1, test_tup2))
    return res
",100.0
400,Write a function to extract the frequency of unique tuples in the given list order irrespective.,"
def extract_freq(test_list):
    res = len(set(tuple(sorted(sub)) for sub in test_list))
    return res
",100.0
478,Write a function to remove lowercase substrings from a given string.,"
import re
def remove_lowercase(str1):
    remove_lower = lambda text: re.sub('[a-z]+', '', text)
    result = remove_lower(str1)
    return result
",100.0
404,Write a python function to find the minimum of two numbers.,"
def minimum(a, b):
    return a if a <= b else b
",100.0
405,Write a function to check whether an element exists within a tuple.,"
def check_tuplex(tuplex, element): 
    return element in tuplex
",100.0
406,Write a python function to find the parity of a given number.,"
def find_Parity(x): 
    y = x ^ (x >> 1)
    y ^= (y >> 2)
    y ^= (y >> 4)
    y ^= (y >> 8)
    y ^= (y >> 16)
    if y & 1: 
        return ""Odd Parity""
    return ""Even Parity""
",100.0
407,Write a function to create the next bigger number by rearranging the digits of a given number.,"
def rearrange_bigger(n):
    nums = list(str(n))
    for i in range(len(nums) - 2, -1, -1):
        if nums[i] < nums[i + 1]:
            z = nums[i:]
            y = min(filter(lambda x: x > z[0], z))
            z.remove(y)
            z.sort()
            nums[i:] = [y] + z
            return int("""".join(nums))
    return False
",100.0
408,Write a function to find k number of pairs which consist of one element from the first array and one element from the second array.,"
import heapq

def k_smallest_pairs(nums1, nums2, k):
    queue = []
    def push(i, j):
        if i < len(nums1) and j < len(nums2):
            heapq.heappush(queue, [nums1[i] + nums2[j], i, j])
    push(0, 0)
    pairs = []
    while queue and len(pairs) < k:
        _, i, j = heapq.heappop(queue)
        pairs.append([nums1[i], nums2[j]])
        push(i, j + 1)
        if j == 0:
            push(i + 1, 0)
    return pairs
",100.0
409,Write a function to find the minimum product from the pairs of tuples within a given list.,"
def min_product_tuple(list1):
    result_min = min([x * y for x, y in list1])
    return result_min
",100.0
410,Write a function to find the minimum value in a given heterogeneous list.,"
def min_val(listval):
    min_val = min(i for i in listval if isinstance(i, (int, float)))
    return min_val
",100.0
411,Write a function to convert the given snake case string to camel case string by using regex.,"
import re

def snake_to_camel(word):
    return re.sub(r'_([a-z])', lambda x: x.group(1).upper(), word.capitalize())
",100.0
412,Write a python function to remove odd numbers from a given list.,"
def remove_odd(l):
    return [i for i in l if i % 2 == 0]
",100.0
414,Write a python function to check whether the value exists in a sequence or not.,"
def overlapping(list1, list2):
    for i in list1:
        if i in list2:
            return True
    return False
",100.0
415,Write a python function to find a pair with highest product from a given array of integers.,"
def max_Product(arr):
    arr_len = len(arr)
    if arr_len < 2:
        return ""No pairs exists""
        
    x = arr[0]
    y = arr[1]
    
    for i in range(arr_len):
        for j in range(i + 1, arr_len):
            if arr[i] * arr[j] > x * y:
                x = arr[i]
                y = arr[j]
                
    return x, y
",100.0
416,Write a function to find the maximum sum we can make by dividing number in three parts recursively and summing them up together for the given number.,"
MAX = 1000000
def breakSum(n): 
    dp = {0: 0, 1: 1}
    def helper(x):
        if x in dp:
            return dp[x]
        dp[x] = max(helper(x//2) + helper(x//3) + helper(x//4), x)
        return dp[x]
    return helper(n)
",100.0
417,Write a function to find common first element in given list of tuple.,"
def group_tuples(Input): 
    out = {} 
    for elem in Input: 
        try: 
            out[elem[0]].extend(elem[1:]) 
        except KeyError: 
            out[elem[0]] = list(elem) 
    return [tuple(values) for values in out.values()]
",100.0
418,Write a python function to find the sublist having maximum length.,"
def Find_Max(lst):
    maxList = max(lst, key=len)
    return maxList
",100.0
419,Write a function to round every number of a given list of numbers and print the total sum multiplied by the length of the list.,"
def round_and_sum(list1):
    length = len(list1)
    rounded_sum = sum(map(round, list1))
    return rounded_sum * length
",100.0
420,Write a python function to find the cube sum of first n even natural numbers.,"
def cube_Sum(n):
    sum = 0
    for i in range(1, n + 1):
        sum += (2 * i) ** 3
    return sum
",100.0
421,Write a function to concatenate each element of tuple by the delimiter.,"
def concatenate_tuple(test_tup):
    delim = ""-""
    res = delim.join([str(ele) for ele in test_tup])
    return res
",100.0
422,Write a python function to find the average of cubes of first n natural numbers.,"
def find_Average_Of_Cube(n):
    sum = 0
    for i in range(1, n + 1):
        sum += i * i * i
    return round(sum / n, 6)
",100.0
455,Write a function to check whether the given month number contains 31 days or not.,"
def check_monthnumb_number(monthnum2):
    return monthnum2 in [1, 3, 5, 7, 8, 10, 12]
",100.0
424,Write a function to extract only the rear index element of each string in the given tuple.,"
def extract_rear(test_tuple):
  res = [sub[-1] for sub in test_tuple]
  return res
",100.0
425,Write a function to count the number of sublists containing a particular element.,"
def count_element_in_list(list1, x):
    ctr = 0
    for sublist in list1:
        if x in sublist:
            ctr += 1
    return ctr
",100.0
426,Write a function to filter odd numbers using lambda function.,"
def filter_oddnumbers(nums):
    odd_nums = list(filter(lambda x: x % 2 != 0, nums))
    return odd_nums
",100.0
